intra_threads,inter_threads,batch_size,data_load_time_sec,model_build_time_sec,compile_time_sec,train_time_total_sec,eval_time_sec,test_accuracy
3,1,128,5.3724925619972055,0.21520386200063513,0.01518321099865716,3077.4994536449994,42.33777935699982,0.4575999975204468
