intra_threads,inter_threads,batch_size,data_load_time_sec,model_build_time_sec,compile_time_sec,train_time_total_sec,eval_time_sec,test_accuracy
2,2,512,6.020994137999878,0.11910763000014413,0.00884668800063082,2796.118162390998,22.559940152998024,0.40610000491142273
