intra_threads,inter_threads,batch_size,data_load_time_sec,model_build_time_sec,compile_time_sec,train_time_total_sec,eval_time_sec,test_accuracy
3,4,64,4.454781192001974,0.12530316799893626,0.009432410999579588,2565.665724478,21.577218663001986,0.578499972820282
