intra_threads,inter_threads,batch_size,data_load_time_sec,model_build_time_sec,compile_time_sec,train_time_total_sec,eval_time_sec,test_accuracy
3,3,64,4.293694101997971,0.1925281840012758,0.014206473002559505,2648.077266362001,41.92308391499682,0.578499972820282
