intra_threads,inter_threads,batch_size,data_load_time_sec,model_build_time_sec,compile_time_sec,train_time_total_sec,eval_time_sec,test_accuracy
2,4,512,4.7561579609973705,0.1163403050013585,0.008138959998177597,2868.766897996,22.3886149760001,0.40610000491142273
