step,time_s
data load,0.06961020900052972
preprocess,0.061599458000273444
train/val split,0.035507790991687216
model-build,0.28388670799904503
callbacks,7.575000927317888e-05
input pipeline,0.15159979200689122
epoch_1,30.192921499998192
epoch_2,27.507262541999808
epoch_3,27.69438087499293
epoch_4,27.600281416991493
epoch_5,27.44066966600076
epoch_6,27.436316624996834
epoch_7,27.40717920800671
epoch_8,28.213705915986793
epoch_9,27.561068833005265
epoch_10,27.573202750005294
epoch_11,28.695960500001092
epoch_12,29.034701208001934
epoch_13,28.126255958006368
epoch_14,26.055467750004027
epoch_15,26.134131874991
epoch_16,26.04183608299354
epoch_17,26.285135749989422
epoch_18,26.206657999995514
epoch_19,26.59009112500644
epoch_20,26.601150624992442
epoch_21,26.377096041993354
epoch_22,26.20073616699665
epoch_23,26.116605125003844
epoch_24,26.164946916993358
epoch_25,26.09304800000973
epoch_26,26.08660870800668
epoch_27,26.09236508399772
epoch_28,26.461955958002363
epoch_29,26.340216374999727
epoch_30,26.245114958990598
epoch_31,26.65006541699404
epoch_32,26.33017195800494
epoch_33,26.101377915998455
epoch_34,26.11389933299506
epoch_35,26.252110415996867
epoch_36,26.10342929199396
epoch_37,26.052829791995464
epoch_38,26.177244750011596
epoch_39,26.02219166699797
epoch_40,26.154538291011704
epoch_41,27.49144879200321
epoch_42,27.69235995800409
epoch_43,27.324387915999978
epoch_44,27.561556999993627
epoch_45,27.598059334006393
epoch_46,27.216078375000507
epoch_47,27.434073875003378
epoch_48,27.28147645900026
epoch_49,27.341715249989647
epoch_50,27.325772625001264
epoch_51,27.45864654201432
epoch_52,27.41794800000207
epoch_53,27.612073500000406
epoch_54,27.420945459001814
epoch_55,27.402001208
epoch_56,27.456427417011582
epoch_57,27.806547915999545
epoch_58,29.21782383300888
epoch_59,27.609420666994993
epoch_60,27.28713795800286
epoch_61,27.49108312500175
epoch_62,27.270472707998124
epoch_63,27.385529666004004
epoch_64,27.482323292002548
epoch_65,27.275986666994868
epoch_66,27.51405645799241
epoch_67,27.318671749992063
epoch_68,27.28881291700236
epoch_69,27.915981375001138
epoch_70,28.70705216600618
epoch_71,27.61314845799643
epoch_72,28.238636916998075
epoch_73,28.703718791992287
epoch_74,28.1205636250088
epoch_75,29.009527125002933
epoch_76,28.30679716700979
epoch_77,28.927325750002638
epoch_78,27.16572366699984
epoch_79,27.471232042007614
epoch_80,28.219353749998845
epoch_81,27.276368332997663
epoch_82,28.2127441670018
epoch_83,27.41707724999287
epoch_84,27.989762166005676
epoch_85,27.49019062500156
epoch_86,27.390524834001553
epoch_87,27.279069749987684
epoch_88,27.266813042006106
epoch_89,27.43735191700398
epoch_90,27.318882249994203
epoch_91,27.35287508300098
epoch_92,27.34215620798932
epoch_93,28.40203483401274
epoch_94,28.509741041998495
epoch_95,27.32191783298913
epoch_96,27.481234291000874
epoch_97,27.54326420799771
epoch_98,27.446559208998224
epoch_99,27.568450374994427
epoch_100,27.467886124999495
epoch run,2732.4335448749916
evaluation,2.3390543749992503
export_last,0.5776352499960922
export_best,0.3492165830102749
python inference(128),0.3859939589892747
