step,time_s
data load,0.0823937079985626
preprocess,0.07549995800945908
train/val split,0.04945529199903831
model-build,0.2990050000080373
callbacks,5.308401887305081e-05
input pipeline,0.18146891699871048
epoch_1,22.898113583010854
epoch_2,18.645708791998914
epoch_3,18.2851952080091
epoch_4,18.37514237500727
epoch_5,18.693333125003846
epoch_6,18.37076295798761
epoch_7,18.437999666988617
epoch_8,18.512613582977792
epoch_9,18.740298332995735
epoch_10,18.44393191600102
epoch_11,18.40798170902417
epoch_12,18.882374500011792
epoch_13,18.45756441701087
epoch_14,18.680501834023744
epoch_15,18.37017699997523
epoch_16,18.367060750024393
epoch_17,20.17861529099173
epoch_18,20.09214358299505
epoch_19,20.392297499987762
epoch_20,19.685705000010785
epoch_21,19.846109500009334
epoch_22,19.773662666004384
epoch_23,20.284373416012386
epoch_24,19.664732625009492
epoch_25,20.180967291002162
epoch_26,18.068960292002885
epoch_27,18.02159958399716
epoch_28,19.197186540986877
epoch_29,18.567509333021007
epoch_30,18.406643541005906
epoch_31,18.340782500017667
epoch_32,18.43474325002171
epoch_33,18.414656249980908
epoch_34,18.298796792019857
epoch_35,18.371778833010467
epoch_36,18.31484454200836
epoch_37,18.296253333013738
epoch_38,18.22897974998341
epoch_39,18.753883041994413
epoch_40,18.45453141699545
epoch_41,18.416606832994148
epoch_42,18.543079499999294
epoch_43,18.34422800000175
epoch_44,19.036929791996954
epoch_45,19.28795275001903
epoch_46,18.59033541698591
epoch_47,18.53791337501025
epoch_48,18.74910624997574
epoch_49,20.10364191699773
epoch_50,22.889550124993548
epoch_51,25.98010066698771
epoch_52,21.942284374992596
epoch_53,26.037670874997275
epoch_54,26.78111529198941
epoch_55,23.257364083983703
epoch_56,24.793961165996734
epoch_57,22.6535723330162
epoch_58,20.112539875000948
epoch_59,18.717677125008777
epoch_60,19.0565443749947
epoch_61,18.614859542023623
epoch_62,20.56316341701313
epoch_63,19.944343999988632
epoch_64,18.987468500010436
epoch_65,19.00644441699842
epoch_66,19.555995417002123
epoch_67,19.2803960829915
epoch_68,19.78206991602201
epoch_69,19.79832262499258
epoch_70,19.601173916016705
epoch_71,21.016838374984218
epoch_72,18.928010958014056
epoch_73,21.108580665983027
epoch_74,20.415638749982463
epoch_75,19.229519416985568
epoch_76,24.42289879199234
epoch_77,22.336513375019422
epoch_78,24.545024499995634
epoch_79,18.47649162498419
epoch_80,19.468715166003676
epoch_81,19.680232958024135
epoch_82,20.193531917000655
epoch_83,21.07844808397931
epoch_84,20.50154612501501
epoch_85,21.203587249998236
epoch_86,20.195534083002713
epoch_87,20.357398540974827
epoch_88,19.995555583009264
epoch_89,19.15159408299951
epoch_90,19.038252709025983
epoch_91,18.88991050000186
epoch_92,19.057748499995796
epoch_93,18.854873250005767
epoch_94,19.01765904200147
epoch_95,19.50676158297574
epoch_96,19.53431400001864
epoch_97,20.30735816701781
epoch_98,19.69321458300692
epoch_99,22.51179795898497
epoch_100,22.2584319159796
epoch run,1984.783392249985
evaluation,3.09123016599915
export_last,0.7221118329907767
export_best,0.3232502919854596
python inference(128),0.1485358749923762
