epoch,train_accuracy,val_accuracy,epoch_time_s
1,0.9208889007568359,0.9801666736602783,30.192921499998192
2,0.9741851687431335,0.9865000247955322,27.507262541999808
3,0.9805740714073181,0.9853333234786987,27.69438087499293
4,0.9835925698280334,0.9904999732971191,27.600281416991493
5,0.985703706741333,0.9909999966621399,27.44066966600076
6,0.9870185256004333,0.9901666641235352,27.436316624996834
7,0.9883703589439392,0.9906666874885559,27.40717920800671
8,0.9882407188415527,0.9923333525657654,28.213705915986793
9,0.989648163318634,0.9919999837875366,27.561068833005265
10,0.9900555610656738,0.9923333525657654,27.573202750005294
11,0.9912962913513184,0.9906666874885559,28.695960500001092
12,0.9910926222801208,0.9943333268165588,29.034701208001934
13,0.9918888807296753,0.9934999942779541,28.126255958006368
14,0.9920740723609924,0.9940000176429749,26.055467750004027
15,0.9924444556236267,0.9941666722297668,26.134131874991
16,0.993759274482727,0.9938333630561829,26.04183608299354
17,0.9930185079574585,0.9940000176429749,26.285135749989422
18,0.9937222003936768,0.9941666722297668,26.206657999995514
19,0.9937777519226074,0.9951666593551636,26.59009112500644
20,0.9943703413009644,0.9936666488647461,26.601150624992442
21,0.9940370321273804,0.9940000176429749,26.377096041993354
22,0.9949259161949158,0.9948333501815796,26.20073616699665
23,0.9952222108840942,0.9950000047683716,26.116605125003844
24,0.9950000047683716,0.9946666955947876,26.164946916993358
25,0.9951111078262329,0.9938333630561829,26.09304800000973
26,0.9949444532394409,0.9948333501815796,26.08660870800668
27,0.9950185418128967,0.9940000176429749,26.09236508399772
28,0.9956111311912537,0.9929999709129333,26.461955958002363
29,0.9953333139419556,0.9944999814033508,26.340216374999727
30,0.9960926175117493,0.9948333501815796,26.245114958990598
31,0.9961296319961548,0.9941666722297668,26.65006541699404
32,0.995888888835907,0.9951666593551636,26.33017195800494
33,0.9962592720985413,0.9928333163261414,26.101377915998455
34,0.9964629411697388,0.9943333268165588,26.11389933299506
35,0.9964444637298584,0.9948333501815796,26.252110415996867
36,0.996222198009491,0.9944999814033508,26.10342929199396
37,0.996055543422699,0.9938333630561829,26.052829791995464
38,0.9964259266853333,0.9943333268165588,26.177244750011596
39,0.9965184926986694,0.9941666722297668,26.02219166699797
40,0.9964629411697388,0.9950000047683716,26.154538291011704
41,0.9967036843299866,0.9955000281333923,27.49144879200321
42,0.9962037205696106,0.9934999942779541,27.69235995800409
43,0.996925950050354,0.9938333630561829,27.324387915999978
44,0.9969074130058289,0.9938333630561829,27.561556999993627
45,0.9972037076950073,0.9948333501815796,27.598059334006393
46,0.9966296553611755,0.9953333139419556,27.216078375000507
47,0.9974444508552551,0.9938333630561829,27.434073875003378
48,0.9970740675926208,0.9943333268165588,27.28147645900026
49,0.9972962737083435,0.9940000176429749,27.341715249989647
50,0.9966481328010559,0.9938333630561829,27.325772625001264
51,0.9973148107528687,0.9933333396911621,27.45864654201432
52,0.9971666932106018,0.9944999814033508,27.41794800000207
53,0.9974074363708496,0.9931666851043701,27.612073500000406
54,0.9972222447395325,0.9944999814033508,27.420945459001814
55,0.9972962737083435,0.9948333501815796,27.402001208
56,0.9976666569709778,0.9951666593551636,27.456427417011582
57,0.9971851706504822,0.9934999942779541,27.806547915999545
58,0.9974814653396606,0.9944999814033508,29.21782383300888
59,0.9975740909576416,0.9955000281333923,27.609420666994993
60,0.9974074363708496,0.9941666722297668,27.28713795800286
61,0.9976481199264526,0.9948333501815796,27.49108312500175
62,0.9975000023841858,0.9950000047683716,27.270472707998124
63,0.9971296191215515,0.9944999814033508,27.385529666004004
64,0.9975000023841858,0.9934999942779541,27.482323292002548
65,0.9981296062469482,0.9948333501815796,27.275986666994868
66,0.9978333115577698,0.9944999814033508,27.51405645799241
67,0.9976111054420471,0.9934999942779541,27.318671749992063
68,0.9975555539131165,0.9953333139419556,27.28881291700236
69,0.9974814653396606,0.9936666488647461,27.915981375001138
70,0.9974074363708496,0.9948333501815796,28.70705216600618
71,0.9979629516601562,0.9940000176429749,27.61314845799643
72,0.9980370402336121,0.9943333268165588,28.238636916998075
73,0.9977592825889587,0.9951666593551636,28.703718791992287
74,0.9977407455444336,0.9940000176429749,28.1205636250088
75,0.9982777833938599,0.9950000047683716,29.009527125002933
76,0.9979814887046814,0.9950000047683716,28.30679716700979
77,0.9978518486022949,0.9948333501815796,28.927325750002638
78,0.9978703856468201,0.9950000047683716,27.16572366699984
79,0.9980740547180176,0.9940000176429749,27.471232042007614
80,0.9982222318649292,0.9943333268165588,28.219353749998845
81,0.9977592825889587,0.9944999814033508,27.276368332997663
82,0.9978888630867004,0.9933333396911621,28.2127441670018
83,0.9981296062469482,0.9944999814033508,27.41707724999287
84,0.9981666803359985,0.9940000176429749,27.989762166005676
85,0.9982777833938599,0.9946666955947876,27.49019062500156
86,0.9979259371757507,0.9950000047683716,27.390524834001553
87,0.9978888630867004,0.9950000047683716,27.279069749987684
88,0.9982777833938599,0.9948333501815796,27.266813042006106
89,0.9985185265541077,0.9951666593551636,27.43735191700398
90,0.9980185031890869,0.9948333501815796,27.318882249994203
91,0.9982407689094543,0.9951666593551636,27.35287508300098
92,0.9984259009361267,0.9953333139419556,27.34215620798932
93,0.9984999895095825,0.9950000047683716,28.40203483401274
94,0.9981851577758789,0.9944999814033508,28.509741041998495
95,0.9981296062469482,0.9946666955947876,27.32191783298913
96,0.9982222318649292,0.9948333501815796,27.481234291000874
97,0.998462975025177,0.9961666464805603,27.54326420799771
98,0.9983518719673157,0.9938333630561829,27.446559208998224
99,0.9984074234962463,0.9946666955947876,27.568450374994427
100,0.9980555772781372,0.9951666593551636,27.467886124999495
test,,0.9952999949455261,
