step,time_s
data load,0.10164637502748519
preprocess,0.0660122080007568
train/val split,0.03624675000901334
model-build,0.2919666249945294
callbacks,6.462499732151628e-05
input pipeline,0.23530870900140144
epoch_1,18.662286709004547
epoch_2,14.632000541023444
epoch_3,14.82756916701328
epoch_4,15.019864832982421
epoch_5,14.71864162501879
epoch_6,14.6668091659958
epoch_7,14.890210334007861
epoch_8,14.898120166995795
epoch_9,14.715557999996236
epoch_10,14.572648792003747
epoch_11,14.675952500023413
epoch_12,14.876667416014243
epoch_13,14.562323332997039
epoch_14,14.60591858299449
epoch_15,14.433033125009388
epoch_16,14.603438291000202
epoch_17,14.664516791992355
epoch_18,14.787072209001053
epoch_19,14.501731416006805
epoch_20,15.845343540975591
epoch_21,15.659749124984955
epoch_22,14.673687375005102
epoch_23,14.430411166016711
epoch_24,14.682501708011841
epoch_25,14.41583712497959
epoch_26,14.496008708985755
epoch_27,14.491466833016602
epoch_28,14.82897491697804
epoch_29,14.491099457984092
epoch_30,14.422449792007683
epoch_31,14.404383124987362
epoch_32,14.73604545800481
epoch_33,14.640319165977417
epoch_34,14.776938416005578
epoch_35,14.429427791998023
epoch_36,14.44972833400243
epoch_37,14.577502790984
epoch_38,14.633707666012924
epoch_39,14.398387624998577
epoch_40,14.758494292007526
epoch_41,16.553780874994118
epoch_42,16.352369125001132
epoch_43,15.037921375012957
epoch_44,14.677019249997102
epoch_45,14.666547958011506
epoch_46,14.581316208001226
epoch_47,14.492189249984222
epoch_48,14.711879292008234
epoch_49,14.71561391701107
epoch_50,14.613259542005835
epoch_51,14.66240829200251
epoch_52,14.674812167009804
epoch_53,14.662198041012743
epoch_54,14.584072833007667
epoch_55,14.528455458988901
epoch_56,14.432214041997213
epoch_57,14.851845917000901
epoch_58,14.421173999988241
epoch_59,14.630184832989471
epoch_60,14.592575582995778
epoch_61,14.58148845800315
epoch_62,14.45422829099698
epoch_63,15.645456750004087
epoch_64,14.545310958987102
epoch_65,14.606649291003123
epoch_66,14.662678333988879
epoch_67,14.502236582979094
epoch_68,14.52581416600151
epoch_69,14.638804665999487
epoch_70,14.495033709012205
epoch_71,14.479500332992757
epoch_72,14.391895875014598
epoch_73,14.886024040984921
epoch_74,14.53140545799397
epoch_75,14.552957042003982
epoch_76,14.422611624991987
epoch_77,14.771270500001265
epoch_78,14.455648250004742
epoch_79,14.600845915992977
epoch_80,14.448301833996084
epoch_81,14.61905083397869
epoch_82,14.480459583981428
epoch_83,14.501897541980725
epoch_84,16.124694291007472
epoch_85,14.884787457995117
epoch_86,14.524765375012066
epoch_87,14.505840166995768
epoch_88,14.411686584004201
epoch_89,14.798304083000403
epoch_90,14.544629208015976
epoch_91,14.45892591701704
epoch_92,14.360392458998831
epoch_93,14.460839000006672
epoch_94,14.62691162500414
epoch_95,14.516131541982759
epoch_96,14.41974083398236
epoch_97,14.577028792002238
epoch_98,14.652032792015234
epoch_99,14.37160870799562
epoch_100,14.528063459001714
epoch run,1472.5667037079984
evaluation,2.294573124992894
export_last,0.6341723749937955
export_best,0.24064533298951574
python inference(128),0.1299542089982424
