step,time_s
data load,0.07266299999901094
preprocess,0.06551420802134089
train/val split,0.04051479100598954
model-build,0.3458944580052048
callbacks,0.00010883301729336381
input pipeline,0.2175802910060156
epoch_1,55.33453462499892
epoch_2,54.41097054199781
epoch_3,53.24020466700313
epoch_4,52.08246470798622
epoch_5,51.391822083998704
epoch_6,53.71566562500084
epoch_7,55.87843037498533
epoch_8,53.72395816599601
epoch_9,53.07293216700782
epoch_10,51.192240916978335
epoch_11,51.21117329198751
epoch_12,50.27302625001175
epoch_13,50.90662904098281
epoch_14,54.77970474999165
epoch_15,52.829674959008116
epoch_16,52.767956499999855
epoch_17,53.688722624996444
epoch_18,52.408577875001356
epoch_19,51.60142820799956
epoch_20,47.69721979100723
epoch_21,48.81813999998849
epoch_22,49.23672612500377
epoch_23,49.09258220801712
epoch_24,48.158577416004846
epoch_25,49.55316904198844
epoch_26,49.00715049999417
epoch_27,48.89332645901595
epoch_28,49.3297017919831
epoch_29,49.03533912499552
epoch_30,49.17335666701547
epoch_31,53.299871374998474
epoch_32,49.69891941698734
epoch_33,50.917280666995794
epoch_34,51.00639012499596
epoch_35,51.03410691698082
epoch_36,52.98058679100359
epoch_37,54.38122183398809
epoch_38,54.137796959024854
epoch_39,51.80819070900907
epoch_40,50.425910916994326
epoch_41,49.5487280000234
epoch_42,51.59291325000231
epoch_43,51.74836612501531
epoch_44,60.83691199999885
epoch_45,53.534562750020996
epoch_46,52.135168542008614
epoch_47,51.27206037499127
epoch_48,53.092282291996526
epoch_49,53.77727454097476
epoch_50,49.594723749993136
epoch_51,48.9997354579973
epoch_52,51.30886933399597
epoch_53,48.9400959170016
epoch_54,49.065416249999544
epoch_55,49.84218533398234
epoch_56,50.452326708007604
epoch_57,49.04816537501756
epoch_58,50.148620249994565
epoch_59,49.80412820799393
epoch_60,47.52863137499662
epoch_61,47.39989862497896
epoch_62,47.658210708003026
epoch_63,47.51110475001042
epoch_64,47.742923708981834
epoch_65,47.56925266599865
epoch_66,47.053741957992315
epoch_67,47.64402766697458
epoch_68,50.7496514999948
epoch_69,49.93074512499152
epoch_70,49.49669145801454
epoch_71,49.315695458994014
epoch_72,52.22041033298592
epoch_73,50.744171375001315
epoch_74,52.767508416989585
epoch_75,51.83867683398421
epoch_76,52.9349817080074
epoch_77,53.09475254098652
epoch_78,51.260178124997765
epoch_79,50.97720016699168
epoch_80,49.60546983400127
epoch_81,47.40896425000392
epoch_82,47.4487161670113
epoch_83,47.46279195797979
epoch_84,47.33271600000444
epoch_85,47.88021999999182
epoch_86,47.60719362500822
epoch_87,48.7037361250259
epoch_88,51.557538458000636
epoch_89,49.69545087500592
epoch_90,49.345321917004185
epoch_91,49.40636695799185
epoch_92,49.31306329200743
epoch_93,49.47905150000588
epoch_94,56.71814887499204
epoch_95,52.05316374998074
epoch_96,54.70146800001385
epoch_97,56.26504987498629
epoch_98,60.09495745800086
epoch_99,53.78124574999674
epoch_100,57.59839674999239
epoch run,5105.838243959006
evaluation,2.497247958002845
export_last,0.7617326250183396
export_best,0.26968291599769145
python inference(128),0.16986583298421465
