epoch,train_accuracy,val_accuracy,epoch_time_s
1,0.8035370111465454,0.1899999976158142,16.433790959010366
2,0.9463889002799988,0.11416666954755783,12.777092582982732
3,0.9615926146507263,0.11366666853427887,12.029683165979804
4,0.9691110849380493,0.13716666400432587,12.472488583007362
5,0.9730926156044006,0.2408333271741867,13.289785999979358
6,0.9766296148300171,0.5299999713897705,13.049646708008368
7,0.9793518781661987,0.8195000290870667,12.786168166989228
8,0.9805740714073181,0.9300000071525574,12.492302750004455
9,0.9823703765869141,0.9580000042915344,12.501477208017604
10,0.9829815030097961,0.9725000262260437,12.742229333001887
11,0.9838333129882812,0.9804999828338623,12.595847208984196
12,0.9856296181678772,0.9869999885559082,12.511173791019246
13,0.9856296181678772,0.9866666793823242,12.259686624980532
14,0.987074077129364,0.9909999966621399,12.291895415983163
15,0.9874444603919983,0.9901666641235352,12.489204957993934
16,0.9878148436546326,0.9903333187103271,12.4430203330121
17,0.9882037043571472,0.9906666874885559,12.463058207998984
18,0.9887407422065735,0.9908333420753479,12.108704208018025
19,0.9893333315849304,0.9903333187103271,11.973431999998866
20,0.9894629716873169,0.9923333525657654,12.743602832983015
21,0.9898518323898315,0.9925000071525574,12.331613207992632
22,0.9901296496391296,0.9915000200271606,11.992579332989408
23,0.9903518557548523,0.9928333163261414,11.913464291981654
24,0.9904814958572388,0.9923333525657654,12.266882374999113
25,0.9908888936042786,0.9931666851043701,12.52325804202701
26,0.991351842880249,0.9931666851043701,12.026463291986147
27,0.990851879119873,0.9936666488647461,12.193604290980147
28,0.9910555481910706,0.9918333292007446,12.070000875013648
29,0.9918888807296753,0.9928333163261414,11.81346591701731
30,0.9917036890983582,0.9921666383743286,12.710195749998093
31,0.9920926094055176,0.9926666617393494,13.75776333300746
32,0.9922962784767151,0.9936666488647461,12.678952834015945
33,0.9924073815345764,0.9921666383743286,12.167579291999573
34,0.9930555820465088,0.9933333396911621,12.412485417007701
35,0.9923333525657654,0.9929999709129333,11.953179083007853
36,0.99272221326828,0.9929999709129333,12.263499417022103
37,0.9932036995887756,0.9934999942779541,12.065286291996017
38,0.9931296110153198,0.9915000200271606,11.825845624989597
39,0.9930555820465088,0.9943333268165588,12.047473749989877
40,0.993925929069519,0.9938333630561829,12.628048917016713
41,0.9937777519226074,0.9938333630561829,12.150468167004874
42,0.9936666488647461,0.9938333630561829,12.16465687501477
43,0.9937037229537964,0.9936666488647461,11.91366933300742
44,0.9941666722297668,0.9926666617393494,12.20309975001146
45,0.9937037229537964,0.9944999814033508,11.935646500001894
46,0.994092583656311,0.9950000047683716,12.007611375011038
